year,month,day,hour,firm_code,id,price,mwh,erate,direction,accepted,rejected,mg_cost
2005,6,13,1,3,1001,0,180,1.12757,2,1,0,0
2005,6,13,1,3,1001,31.25,30,1.12757,2,1,0,43.307266
2005,6,13,1,3,1001,32.48,30,1.12757,2,1,0,43.307266
2005,6,13,1,3,1001,34.48,50,1.12757,2,1,0,43.307266
2005,6,13,1,3,1001,36.48,40,1.12757,2,1,0,43.307266
2005,6,13,1,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,13,2,3,1001,0,180,1.12757,2,1,0,0
2005,6,13,2,3,1001,31.25,30,1.12757,2,1,0,43.307266
2005,6,13,2,3,1001,32.48,30,1.12757,2,1,0,43.307266
2005,6,13,2,3,1001,34.48,50,1.12757,2,1,0,43.307266
2005,6,13,2,3,1001,36.48,40,1.12757,2,1,0,43.307266
2005,6,13,2,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,13,3,3,1001,0,180,1.12757,2,1,0,0
2005,6,13,3,3,1001,31.25,30,1.12757,2,1,0,43.307266
2005,6,13,3,3,1001,32.48,30,1.12757,2,1,0,43.307266
2005,6,13,3,3,1001,34.48,50,1.12757,2,1,0,43.307266
2005,6,13,3,3,1001,36.48,40,1.12757,2,1,0,43.307266
2005,6,13,3,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,13,4,3,1001,0,180,1.12757,2,1,0,0
2005,6,13,4,3,1001,31.25,30,1.12757,2,1,0,43.307266
2005,6,13,4,3,1001,32.48,30,1.12757,2,1,0,43.307266
2005,6,13,4,3,1001,34.48,50,1.12757,2,1,0,43.307266
2005,6,13,4,3,1001,36.48,40,1.12757,2,1,0,43.307266
2005,6,13,4,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,13,5,3,1001,0,180,1.12757,2,1,0,0
2005,6,13,5,3,1001,31.25,30,1.12757,2,1,0,43.307266
2005,6,13,5,3,1001,32.48,30,1.12757,2,1,0,43.307266
2005,6,13,5,3,1001,34.48,50,1.12757,2,1,0,43.307266
2005,6,13,5,3,1001,36.48,40,1.12757,2,1,0,43.307266
2005,6,13,5,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,13,6,3,1001,0,180,1.12757,2,1,0,0
2005,6,13,6,3,1001,31.25,30,1.12757,2,1,0,43.307266
2005,6,13,6,3,1001,32.48,30,1.12757,2,1,0,43.307266
2005,6,13,6,3,1001,34.48,50,1.12757,2,1,0,43.307266
2005,6,13,6,3,1001,36.48,40,1.12757,2,1,0,43.307266
