year,month,day,hour,firm_code,id,price,mwh,erate,direction,accepted,rejected,mg_cost
2005,6,16,1,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,1,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,1,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,1,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,1,3,1001,39.48,40,1.12757,2,1,0,44.606334
2005,6,16,1,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,2,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,2,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,2,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,2,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,2,3,1001,39.48,40,1.12757,2,1,0,44.606334
2005,6,16,2,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,3,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,3,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,3,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,3,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,3,3,1001,39.48,40,1.12757,2,1,0,44.606334
2005,6,16,3,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,4,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,4,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,4,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,4,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,4,3,1001,39.48,40,1.12757,2,0,0,44.606334
2005,6,16,4,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,5,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,5,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,5,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,5,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,5,3,1001,39.48,40,1.12757,2,0,0,44.606334
2005,6,16,5,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,6,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,6,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,6,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,6,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,6,3,1001,39.48,29.6,1.12757,2,1,0,44.606334
2005,6,16,6,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,7,3,1001,0,180,1.12757,2,1,0,0
2005,6,16,7,3,1001,31.25,30,1.12757,2,1,0,44.606334
2005,6,16,7,3,1001,32.48,30,1.12757,2,1,0,44.606334
2005,6,16,7,3,1001,36.48,50,1.12757,2,1,0,44.606334
2005,6,16,7,3,1001,39.48,40,1.12757,2,1,0,44.606334
2005,6,16,7,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,8,3,1001,0,250,1.12757,2,1,0,0
2005,6,16,8,3,1001,31.25,20,1.12757,2,1,0,44.606334
2005,6,16,8,3,1001,32.48,20,1.12757,2,1,0,44.606334
2005,6,16,8,3,1001,36.48,20,1.12757,2,1,0,44.606334
2005,6,16,8,3,1001,39.48,20,1.12757,2,1,0,44.606334
2005,6,16,8,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,9,3,1001,0,290,1.12757,2,1,0,0
2005,6,16,9,3,1001,31.25,10,1.12757,2,1,0,44.606334
2005,6,16,9,3,1001,32.48,10,1.12757,2,1,0,44.606334
2005,6,16,9,3,1001,36.48,10,1.12757,2,1,0,44.606334
2005,6,16,9,3,1001,39.48,10,1.12757,2,1,0,44.606334
2005,6,16,9,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,10,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,10,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,11,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,11,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,12,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,12,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,13,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,13,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,14,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,14,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,15,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,15,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,16,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,16,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,17,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,17,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,18,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,18,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,19,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,19,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,20,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,20,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,21,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,21,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,22,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,22,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,23,3,1001,0,330,1.12757,2,1,0,0
2005,6,16,23,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,24,3,1001,0,290,1.12757,2,1,0,0
2005,6,16,24,3,1001,31.25,20,1.12757,2,1,0,44.606334
2005,6,16,24,3,1001,32.48,10,1.12757,2,1,0,44.606334
2005,6,16,24,3,1001,36.48,10,1.12757,2,1,0,44.606334
2005,6,16,24,3,1001,180.3,20,1.12757,2,0,0,180.3
2005,6,16,1,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,1,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,1,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,1,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,1,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,1,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,2,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,2,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,2,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,2,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,2,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,2,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,3,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,3,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,3,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,3,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,3,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,3,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,4,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,4,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,4,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,4,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,4,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,4,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,5,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,5,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,5,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,5,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,5,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,5,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,6,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,6,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,6,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,6,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,6,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,6,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,7,3,1002,0,400,1.12757,2,1,0,0
2005,6,16,7,3,1002,28.55,30,1.12757,2,1,0,43.961037
2005,6,16,7,3,1002,29.55,30,1.12757,2,1,0,43.961037
2005,6,16,7,3,1002,30.55,30,1.12757,2,1,0,43.961037
2005,6,16,7,3,1002,31.55,35,1.12757,2,1,0,43.961037
2005,6,16,7,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,8,3,1002,0,490,1.12757,2,1,0,0
2005,6,16,8,3,1002,28.55,10,1.12757,2,1,0,43.961037
2005,6,16,8,3,1002,29.55,10,1.12757,2,1,0,43.961037
2005,6,16,8,3,1002,30.55,10,1.12757,2,1,0,43.961037
2005,6,16,8,3,1002,31.55,5,1.12757,2,1,0,43.961037
2005,6,16,8,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,9,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,9,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,10,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,10,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,11,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,11,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,12,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,12,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,13,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,13,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,14,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,14,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,15,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,15,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,16,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,16,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,17,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,17,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,18,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,18,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,19,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,19,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,20,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,20,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,21,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,21,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,22,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,22,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,23,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,23,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,24,3,1002,0,525,1.12757,2,1,0,0
2005,6,16,24,3,1002,180.3,10,1.12757,2,0,0,180.3
2005,6,16,1,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,2,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,3,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,4,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,5,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,6,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,7,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,8,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,9,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,10,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,11,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,12,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,13,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,14,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,15,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,16,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,17,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,18,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,19,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,20,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,21,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,22,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,23,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,24,1,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,1,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,2,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,3,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,4,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,5,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,6,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,7,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,8,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,9,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,10,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,11,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,12,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,13,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,14,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,15,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,16,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,17,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,18,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,19,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,20,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,21,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,22,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,23,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,24,4,1003,109.46,150.5,.761947,2,0,0,72.134385
2005,6,16,1,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,2,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,3,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,4,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,5,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,6,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,7,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,8,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,9,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,10,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,11,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,12,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,13,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,14,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,15,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,16,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,17,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,18,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,19,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,20,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,21,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,22,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,23,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,24,1,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,1,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,2,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,3,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,4,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,5,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,6,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,7,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,8,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,9,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,10,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,11,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,12,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,13,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,14,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,15,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,16,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,17,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,18,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,19,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,20,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,21,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,22,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,23,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,24,4,1004,156.13,150.9,.761947,2,0,0,156.13
2005,6,16,1,9,5,23.9,50.7,0,1,0,0,23.9
2005,6,16,2,9,5,22.4,50.7,0,1,0,0,22.4
2005,6,16,3,9,5,21.6,50.7,0,1,0,0,21.6
2005,6,16,4,9,5,18.9,50.7,0,1,0,0,18.9
2005,6,16,5,9,5,15.3,50.7,0,1,0,0,15.3
2005,6,16,6,9,5,20.1,50.7,0,1,0,0,20.1
2005,6,16,7,9,5,29.5,50.7,0,1,0,0,29.5
2005,6,16,8,9,5,28.7,50.7,0,1,0,0,28.7
2005,6,16,9,9,5,44.4,50.9,0,1,0,0,44.4
2005,6,16,10,9,5,45.9,50.9,0,1,0,0,45.9
2005,6,16,11,9,5,47.7,50.9,0,1,0,0,47.7
2005,6,16,12,9,5,50.8,50.9,0,1,0,0,50.8
2005,6,16,13,9,5,48.5,50.9,0,1,0,0,48.5
2005,6,16,14,9,5,46.6,50.9,0,1,0,0,46.6
2005,6,16,15,9,5,45.2,50.9,0,1,0,0,45.2
2005,6,16,16,9,5,43.8,50.9,0,1,0,0,43.8
2005,6,16,17,9,5,41.5,50.9,0,1,0,0,41.5
2005,6,16,18,9,5,38.5,50.9,0,1,0,0,38.5
2005,6,16,19,9,5,38.8,50.9,0,1,0,0,38.8
